title,description,year,genre,type,cover_image
"My Mum, Your Dad","A dating show with a difference for the whole family, My Mum, Your Dad follows a group of single parents who have been nominated by their grown-up kids for a second chance at love. Across 10 hour-long episodes, audiences will be able to follow the single parents, from all over the UK, and all walks of life, as they live together at a stunning country house retreat with one objective: to find true love.",2023,Reality,Series,https://image.tmdb.org/t/p/w500//jVX2qswGnxgsCtlGhcqxIfwXuMq.jpg
Suits,"While running from a drug deal gone bad, Mike Ross, a brilliant young college-dropout, slips into a job interview with one of New York City's best legal closers, Harvey Specter. Tired of cookie-cutter law school grads, Harvey takes a gamble by hiring Mike on the spot after he recognizes his raw talent and photographic memory.",2011,Drama,Series,https://image.tmdb.org/t/p/w500//vQiryp6LioFxQThywxbC6TuoDjy.jpg
9-1-1,"Explore the high-pressure experiences of police officers, paramedics and firefighters who are thrust into the most frightening, shocking and heart-stopping situations. These emergency responders must try to balance saving those who are at their most vulnerable with solving the problems in their own lives.",2018,"Drama, Crime, Action & Adventure",Series,https://image.tmdb.org/t/p/w500//ax6YyNcPsuPbKze9hxdH4dU3e9w.jpg
Lucifer,"Bored and unhappy as the Lord of Hell, Lucifer Morningstar abandoned his throne and retired to Los Angeles, where he has teamed up with LAPD detective Chloe Decker to take down criminals. But the longer he's away from the underworld, the greater the threat that the worst of humanity could escape.",2016,"Crime, Sci-Fi & Fantasy",Series,https://image.tmdb.org/t/p/w500//ekZobS8isE6mA53RAiGDG93hBxL.jpg
Criminal Minds,"An elite team of FBI profilers analyze the country's most twisted criminal minds, anticipating their next moves before they strike again. The Behavioral Analysis Unit's most experienced agent is David Rossi, a founding member of the BAU who returns to help the team solve new cases.",2005,"Crime, Drama, Mystery",Series,https://image.tmdb.org/t/p/w500//wLMQebhTApmn4F6Fzg6FovdwVvL.jpg
"Lo sabe, no lo sabe",,2012,Talk,Series,https://image.tmdb.org/t/p/w500//v3XBjNXSFpe2I0EpLHSWdPDpvIG.jpg
The Blacklist,"Raymond ""Red"" Reddington, one of the FBI's most wanted fugitives, surrenders in person at FBI Headquarters in Washington, D.C. He claims that he and the FBI have the same interests: bringing down dangerous criminals and terrorists. In the last two decades, he's made a list of criminals and terrorists that matter the most but the FBI cannot find because it does not know they exist. Reddington calls this ""The Blacklist"". Reddington will co-operate, but insists that he will speak only to Elizabeth Keen, a rookie FBI profiler.",2013,"Drama, Crime, Mystery",Series,https://image.tmdb.org/t/p/w500//r935SMphvXppx5bJjbIBNx02fwc.jpg
House of the Dragon,"The Targaryen dynasty is at the absolute apex of its power, with more than 15 dragons under their yoke. Most empires crumble from such heights. In the case of the Targaryens, their slow fall begins when King Viserys breaks with a century of tradition by naming his daughter Rhaenyra heir to the Iron Throne. But when Viserys later fathers a son, the court is shocked when Rhaenyra retains her status as his heir, and seeds of division sow friction across the realm.",2022,"Sci-Fi & Fantasy, Drama, Action & Adventure",Series,https://image.tmdb.org/t/p/w500//7QMsOTMUswlwxJP0rTTZfmz2tX2.jpg
The Resident,"A tough, brilliant senior resident guides an idealistic young doctor through his first day, pulling back the curtain on what really happens, both good and bad, in modern-day medicine.",2018,Drama,Series,https://image.tmdb.org/t/p/w500//2IkYQJlT26yXef2iot7dhRtavSC.jpg
Tagesschau,"German daily news program, the oldest still existing program on German television.",1952,News,Series,https://image.tmdb.org/t/p/w500//7dFZJ2ZJJdcmkp05B9NWlqTJ5tq.jpg
LIVE with Kelly and Mark,"A morning talk show with A-list celebrity guests, top-notch performances and one-of-a-kind segments that are unrivaled on daytime television, plus spontaneous, hilarious and unpredictable talk.",1988,Talk,Series,https://image.tmdb.org/t/p/w500//b90Z7Nlw1EzPz38oL3utlvFjmFR.jpg
Breaking Bad,"Walter White, a New Mexico chemistry teacher, is diagnosed with Stage III cancer and given a prognosis of only two years left to live. He becomes filled with a sense of fearlessness and an unrelenting desire to secure his family's financial future at any cost as he enters the dangerous world of drugs and crime.",2008,"Drama, Crime",Series,https://image.tmdb.org/t/p/w500//ztkUQFLlC19CCMYHW9o1zWhJRNq.jpg
Family Guy,"Sick, twisted, politically incorrect and Freakin' Sweet animated series featuring the adventures of the dysfunctional Griffin family. Bumbling Peter and long-suffering Lois have three kids. Stewie (a brilliant but sadistic baby bent on killing his mother and taking over the world), Meg (the oldest, and is the most unpopular girl in town) and Chris (the middle kid, he's not very bright but has a passion for movies). The final member of the family is Brian - a talking dog and much more than a pet, he keeps Stewie in check whilst sipping Martinis and sorting through his own life issues.",1999,"Animation, Comedy",Series,https://image.tmdb.org/t/p/w500//y0HUz4eUNUe3TeEd8fQWYazPaC7.jpg
The Boys,A group of vigilantes known informally as “The Boys” set out to take down corrupt superheroes with no more than blue-collar grit and a willingness to fight dirty.,2019,"Sci-Fi & Fantasy, Action & Adventure",Series,https://image.tmdb.org/t/p/w500//2zmTngn1tYC1AvfnrFLhxeD82hz.jpg
Garden Rescue,Charlie Dimmock and the Rich brothers compete to design gardens for home owners around the country. Each comes up with a design to suit the space and the budget and the garden owner chooses which gets built.,2016,Reality,Series,https://image.tmdb.org/t/p/w500//6urfjMI4XCuHKrRmo0CdJ1Bn8FT.jpg
Pointless,Quiz in which contestants try to score as few points as possible by plumbing the depths of their general knowledge to come up with the answers no-one else can think of.,2009,Reality,Series,https://image.tmdb.org/t/p/w500//vhKxgbh4QvnBFU1jRYSBiizWpDg.jpg
Peaky Blinders,"A gangster family epic set in 1919 Birmingham, England and centered on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby, who means to move up in the world.",2013,"Drama, Crime",Series,https://image.tmdb.org/t/p/w500//vUUqzWa2LnHIVqkaKVlVGkVcZIW.jpg
Vikings,"The adventures of Ragnar Lothbrok, the greatest hero of his age. The series tells the sagas of Ragnar's band of Viking brothers and his family, as he rises to become King of the Viking tribes. As well as being a fearless warrior, Ragnar embodies the Norse traditions of devotion to the gods. Legend has it that he was a direct descendant of Odin, the god of war and warriors.",2013,"Action & Adventure, Drama, War & Politics",Series,https://image.tmdb.org/t/p/w500//bQLrHIRNEkE3PdIWQrZHynQZazu.jpg
Shameless,"Chicagoan Frank Gallagher is the proud single dad of six smart, industrious, independent kids, who without him would be... perhaps better off. When Frank's not at the bar spending what little money they have, he's passed out on the floor. But the kids have found ways to grow up in spite of him. They may not be like any family you know, but they make no apologies for being exactly who they are.",2011,"Drama, Comedy",Series,https://image.tmdb.org/t/p/w500//9akij7PqZ1g6zl42DQQTtL9CTSb.jpg
Wagle Ki Duniya,"Three generations of the family live together, who share all their happiness and sorrows. Follow the story of this family as they bring laughter to each other's lives and will make your heart melt. A new generation of the old critically acclaimed show is here to take you on a roller coaster ride of emotions.",2021,"Comedy, Drama, Family",Series,https://image.tmdb.org/t/p/w500//jKonm6Q3vw51Ytd4y7bJ70xJT7l.jpg
De Tafel van Gert,,2022,Talk,Series,https://image.tmdb.org/t/p/w500//L1jmAIQH3xTGBcc1AqJ37x1P2e.jpg
SEAL Team,"Military drama following the professional and personal lives of the most elite unit of Navy SEALs as they train, plan and execute the most dangerous, high stakes missions our country can ask of them.",2017,"Action & Adventure, Drama, War & Politics",Series,https://image.tmdb.org/t/p/w500//6iSnec83UEMgLOXAtGYwaVNHLjR.jpg
The Walking Dead,Sheriff's deputy Rick Grimes awakens from a coma to find a post-apocalyptic world dominated by flesh-eating zombies. He sets out to find his family and encounters many other survivors along the way.,2010,"Action & Adventure, Drama, Sci-Fi & Fantasy",Series,https://image.tmdb.org/t/p/w500//n7PVu0hSz2sAsVekpOIoCnkWlbn.jpg
Late Show with David Letterman,"Late Show with David Letterman is an American late-night talk show hosted by David Letterman on CBS. The show debuted on August 30, 1993, and is produced by Letterman's production company, Worldwide Pants Incorporated and CBS Television Studios. The show's music director and band-leader of the house band, the CBS Orchestra, is Paul Shaffer. The head writer is Matt Roberts and the announcer is Alan Kalter. Of the major U.S. late-night programs, Late Show ranks second in cumulative average viewers over time and third in number of episodes over time. The show leads other late night shows in ad revenue with $271 million in 2009.

In most U.S. markets the show airs at 11:35 p.m. Eastern/Pacific time, but is recorded Monday through Wednesday at 4:30 p.m., and Thursdays at 3:30 p.m and 6:00 p.m. The second Thursday episode usually airs on Friday of that week.

In 2002, Late Show with David Letterman was ranked No. 7 on TV Guide's 50 Greatest TV Shows of All Time. CBS has a contract with Worldwide Pants to continue the show through 2014; by then, Letterman will surpass Johnny Carson as the longest tenured late-night talk show host.",1993,"Talk, Comedy",Series,https://image.tmdb.org/t/p/w500//7dwM8AKyQfauguoQbI1MIlHinLM.jpg
Desperate Housewives,"Looking down on her friends and family isn't a way of life for Mary Alice Young... it's a way of death. One day, in her perfect house, in the loveliest of suburbs, Mary Alice ended it all. Now she's taking us into the lives of her family, friends and neighbors, commenting from her elevated P.O.V.",2004,"Mystery, Drama, Comedy, Soap",Series,https://image.tmdb.org/t/p/w500//sywYmV9c9Vj2U7ocqNyfDt2pz3r.jpg
Castle,"After a serial killer imitates the plots of his novels, successful mystery novelist Richard ""Rick"" Castle receives permission from the Mayor of New York City to tag along with an NYPD homicide investigation team for research purposes.",2009,"Drama, Crime",Series,https://image.tmdb.org/t/p/w500//diXBeMzvfJb2iJg3G0kCUaMCzEc.jpg
Chicago Fire,"An edge-of-your-seat view into the lives of everyday heroes committed to one of America's noblest professions. For the firefighters, rescue squad and paramedics of Chicago Firehouse 51, no occupation is more stressful or dangerous, yet so rewarding and exhilarating. These courageous men and women are among the elite who forge headfirst into danger when everyone else is running the other way and whose actions make the difference between life and death.",2012,Drama,Series,https://image.tmdb.org/t/p/w500//2yaeYNplMuLGNjBigMFsek7UZmq.jpg
The Tonight Show Starring Jimmy Fallon,"After Jay Leno's second retirement from the program, Jimmy Fallon stepped in as his permanent replacement. After 42 years in Los Angeles the program was brought back to New York.",2014,"Comedy, Talk",Series,https://image.tmdb.org/t/p/w500//g4amxJvtpnY79J77xeamnAEUO8r.jpg
True Beauty,"Lim Ju-kyung is a high school student. Since she was little, she has had a complex about her appearance. To hide her bare face, Ju-kyung always wears make-up. Her excellent make-up skills make her pretty and she hides her bare face in front of others. She gets involved with 2 men; Lee Su-ho and Han Seo-jun.",2020,"Comedy, Drama",Series,https://image.tmdb.org/t/p/w500//sld43SJArZqlnANJabq8R5wdOZk.jpg
Boundless Love,"When he was a little child, Halil İbrahim lost his father due to a blood feud and was exiled to Istanbul. Twenty years later, he returns to his homeland in the Karadeniz region as a handsome, powerful young man. He plans to marry the girl he loves, Yasemin, and start a new life. However, events do not allow this. Halil İbrahim embarks on a journey of revenge, and his life will change completely when he encounters Zeynep from the Leto family.",2023,"Drama, Crime, Soap",Series,https://image.tmdb.org/t/p/w500//nT4uFGVx8Bv2N0zg71JT96g6MDG.jpg
SPY x FAMILY,"World peace is at stake and secret agent Twilight must undergo his most difficult mission yet—pretend to be a family man. Posing as a loving husband and father, he'll infiltrate an elite school to get close to a high-profile politician. He has the perfect cover, except his wife's a deadly assassin and neither knows each other's identity. But someone does: his adopted daughter, who's a telepath!",2022,"Animation, Comedy, Action & Adventure",Series,https://image.tmdb.org/t/p/w500//3r4LYFuXrg3G8fepysr4xSLWnQL.jpg
Monk,"Adrian Monk was once a rising star with the San Francisco Police Department, legendary for using unconventional means to solve the department's most baffling cases. But after the tragic (and still unsolved) murder of his wife Trudy, he developed an extreme case of obsessive-compulsive disorder. Now working as a private consultant, Monk continues to investigate cases in the most unconventional ways.",2002,"Comedy, Crime, Drama, Mystery",Series,https://image.tmdb.org/t/p/w500//3axGMbUecXXOPSeG47v2i9wK5y5.jpg
The Price Is Right,"""Come on down!"" The Price Is Right features a wide variety of games and contests with the same basic challenge: Guess the prices of everyday (or not-quite-everyday) retail items. ",1972,Reality,Series,https://image.tmdb.org/t/p/w500//ziHy9KsfDNrxukHv4u4gRiBZAn0.jpg
Skemergrond,It centres round the Louw family who own a beautiful flower farm in Gemoedsdrif. Their peaceful existence is turned upside down when unexpected guests arrive who threaten to reveal shocking family secrets. Old wounds are opened and new bonds are forged to save and protect the Louws and their legacy.,2024,Soap,Series,https://image.tmdb.org/t/p/w500//da9PU2tsOVUTFcnEZ8q2gfbCqRx.jpg
Yellowstone,"Follow the violent world of the Dutton family, who controls the largest contiguous ranch in the United States. Led by their patriarch John Dutton, the family defends their property against constant attack by land developers, an Indian reservation, and America’s first National Park.",2018,"Western, Drama",Series,https://image.tmdb.org/t/p/w500//peNC0eyc3TQJa6x4TdKcBPNP4t0.jpg
Bones,"Dr. Temperance Brennan and her colleagues at the Jeffersonian's Medico-Legal Lab assist Special Agent Seeley Booth with murder investigations when the remains are so badly decomposed, burned or destroyed that the standard identification methods are useless.",2005,"Crime, Drama",Series,https://image.tmdb.org/t/p/w500//eyTu5c8LniVciRZIOSHTvvkkgJa.jpg
The Tonight Show Starring Johnny Carson,"The Tonight Show Starring Johnny Carson is a talk show hosted by Johnny Carson under The Tonight Show franchise from 1962 to 1992. It originally aired during late-night. For its first ten years, Carson's Tonight Show was based in New York City with occasional trips to Burbank, California; in May 1972, the show moved permanently to Burbank, California. In 2002, The Tonight Show Starring Johnny Carson was ranked #12 on TV Guide's 50 Greatest TV Shows of All Time.",1962,Talk,Series,https://image.tmdb.org/t/p/w500//oA8QVTGlAN511uCAMDN60aVQUs1.jpg
Two and a Half Men,A hedonistic jingle writer's free-wheeling life comes to an abrupt halt when his brother and 10-year-old nephew move into his beach-front house.,2003,Comedy,Series,https://image.tmdb.org/t/p/w500//xgfjxyV3g1S68opzuvG6G87muDp.jpg
Chicago P.D.,"A riveting police drama about the men and women of the Chicago Police Department's District 21 who put it all on the line to serve and protect their community. District 21 is made up of two distinctly different groups: the uniformed cops who patrol the beat and go head-to-head with the city's street crimes and the Intelligence Unit that combats the city's major offenses - organized crime, drug trafficking, high profile murders and beyond.",2014,"Crime, Drama",Series,https://image.tmdb.org/t/p/w500//mZObarMPF76PGVmwywQ7Ks4UFpR.jpg
Failure Frame: I Became the Strongest and Annihilated Everything with Low-Level Spells,"Touka always faded into the background at school. And when he’s summoned to another world with his classmates, that still doesn’t change! They all acquire top-rank skills, except Touka, who’s deemed a failure and cast to ancient ruins by the goddess Vicius. Turns out, his low-rank skills may not be so useless after all. Now, he seeks revenge against the goddess, and his true nature is revealed.",2024,"Animation, Sci-Fi & Fantasy, Action & Adventure",Series,https://image.tmdb.org/t/p/w500//jjpkWZ9LUXoUnh4F65qp7FuFawO.jpg
Doctor Who,"The Doctor is a Time Lord: a 900 year old alien with 2 hearts, part of a gifted civilization who mastered time travel. The Doctor saves planets for a living—more of a hobby actually, and the Doctor's very, very good at it.",2005,"Action & Adventure, Drama, Sci-Fi & Fantasy",Series,https://image.tmdb.org/t/p/w500//4edFyasCrkH4MKs6H4mHqlrxA6b.jpg
Watch What Happens Live with Andy Cohen,Bravo network executive Andy Cohen discusses pop culture topics with celebrities and reality show personalities.,2009,"Talk, Comedy",Series,https://image.tmdb.org/t/p/w500//onSD9UXfJwrMXWhq7UY7hGF2S1h.jpg
Scoop,"Scoop is a comprehensive information programme of Television Broadcasts Limited.

The content of the program is mainly based on entertainment news and personal follow-up of the artists, and will also be interspersed with the latest trends of TVB dramas and artists. Some entertainment news content clips will be rebroadcast on the next day's ""Entertainment Live"".

This program will be broadcast on Jade Channel from 19:30-20:00 (Hong Kong time) from June 6, 2005, and will be broadcast every day from March 3, 2019, and will be broadcast on myTV (later myTV SUPER) to provide ""Program Review"".",2005,"News, Reality, Documentary",Series,https://image.tmdb.org/t/p/w500//qo6y0XvSBlKM3XCbYVdcR3a6qyQ.jpg
American Dad!,"The series focuses on an eccentric motley crew that is the Smith family and their three housemates: Father, husband, and breadwinner Stan Smith; his better half housewife, Francine Smith; their college-aged daughter, Hayley Smith; and their high-school-aged son, Steve Smith. Outside of the Smith family, there are three additional main characters, including Hayley's boyfriend turned husband, Jeff Fischer; the family's man-in-a-goldfish-body pet, Klaus; and most notably the family's zany alien, Roger, who is ""full of masquerades, brazenness, and shocking antics.""",2005,"Animation, Comedy",Series,https://image.tmdb.org/t/p/w500//xnFFz3etm1vftF0ns8RMHA8XdqT.jpg
Lost,"Stripped of everything, the survivors of a horrific plane crash  must work together to stay alive. But the island holds many secrets.",2004,"Mystery, Action & Adventure, Drama",Series,https://image.tmdb.org/t/p/w500//og6S0aTZU6YUJAbqxeKjCa3kY1E.jpg
Envious,"After a devastating breakup, Vicky, almost 40, embarks on a quest for new love, unaware it will lead her to a profound—and hilarious—self-discovery.",2024,"Comedy, Drama",Series,https://image.tmdb.org/t/p/w500//qYw979lIT163wN2z2P6DHoVEftj.jpg
Emmerdale,"The lives of several families in the Yorkshire Dales revolve around a farm and the nearby village. With murders, affairs, lies, deceit, laughter and tears, it's all there in the village.",1972,"Soap, Drama",Series,https://image.tmdb.org/t/p/w500//ualtuRRNYa9Fj61wSuBVcuvaVDP.jpg
Rick and Morty,"Rick is a mentally-unbalanced but scientifically gifted old man who has recently reconnected with his family. He spends most of his time involving his young grandson Morty in dangerous, outlandish adventures throughout space and alternate universes. Compounded with Morty's already unstable family life, these events cause Morty much distress at home and school.",2013,"Animation, Comedy, Sci-Fi & Fantasy, Action & Adventure",Series,https://image.tmdb.org/t/p/w500//gdIrmf2DdY5mgN6ycVP0XlzKzbE.jpg
Gilmore Girls,"Set in the charming town of Stars Hollow, Connecticut, the series follows the captivating lives of Lorelai and Rory Gilmore, a mother/daughter pair who have a relationship most people only dream of.",2000,"Comedy, Drama",Series,https://image.tmdb.org/t/p/w500//mjDOpFxusZb05umOQJbYRq8J4Vi.jpg
Bleach,"For as long as he can remember, Ichigo Kurosaki has been able to see ghosts. But when he meets Rukia, a Soul Reaper who battles evil spirits known as Hollows, he finds his life is changed forever. Now, with a newfound wealth of spiritual energy, Ichigo discovers his true calling: to protect the living and the dead from evil.",2004,"Action & Adventure, Animation, Sci-Fi & Fantasy",Series,https://image.tmdb.org/t/p/w500//2EewmxXe72ogD0EaWM8gqa0ccIw.jpg
Psych,"Thanks to his police officer father's efforts, Shawn Spencer spent his childhood developing a keen eye for detail (and a lasting dislike of his dad). Years later, Shawn's frequent tips to the police lead to him being falsely accused of a crime he solved.

Now, Shawn has no choice but to use his abilities to perpetuate his cover story: psychic crime-solving powers, all the while dragging his best friend, his dad, and the police along for the ride.",2006,"Comedy, Drama, Mystery, Crime",Series,https://image.tmdb.org/t/p/w500//fDI15gTVbtW5Sbv5QenqecRxWKJ.jpg
Young Sheldon,"The early life of child genius Sheldon Cooper, later seen in The Big Bang Theory.",2017,"Comedy, Family, Drama",Series,https://image.tmdb.org/t/p/w500//tKwjkqTSq5fJdSxIk4yOh61tOKD.jpg
Paris Has Fallen,A protection officer and an MI6 operative team up after a terrorist attack. They suspect a mole as they race to thwart a larger conspiracy threatening Paris.,2024,"Action & Adventure, War & Politics",Series,https://image.tmdb.org/t/p/w500//eyK6fy2NWfjmyBjUvRAR14FynPK.jpg
Ninja Boy Rantaro,"Rantarō, Shinbei and Kirimaru are ninja  apprentices in the Ninja Gakuen, where first grade ones are called  ""Nintamas"". They must learn  everything a ninja must know, but as for our heroes, money, food or  playing are more interesting. The series show the everyday adventures of  our heroes.",1993,"Comedy, Action & Adventure, Kids",Series,https://image.tmdb.org/t/p/w500//raKlXyICQBeTxYavErIRybR6g8d.jpg
STAT,The daily lives of the personnel of the St-Vincent hospital in Montréal.,2022,Drama,Series,https://image.tmdb.org/t/p/w500//i8t2DQVBv7rfJeUerVSIWGyMLqw.jpg
El hormiguero,"El Hormiguero is a Spanish television program with a live audience focusing on comedy, science, and politics running since September 2006. It is hosted and produced by screenwriter Pablo Motos. The show aired on Spain's Cuatro channel from launch until June 2011 and is now broadcast on Antena 3. Recurring guests on the show include Luis Piedrahita, Raquel Martos, Marron & ""The Man in Black"", and puppet ants Trancas and Barrancas. It has proved a ratings success, and has expanded from a weekly 120-minute show to a daily 40-minute show in its third season, which began on September 17, 2007. The show won the Entertainment prize at the 2009 Rose d'Or ceremony.",2006,"Comedy, Talk",Series,https://image.tmdb.org/t/p/w500//sc7Uy9ynFn3FLbVldF64Izi9RSD.jpg
Gravity Falls,"Twin brother and sister Dipper and Mabel Pines are in for an unexpected adventure when they spend the summer helping their great uncle Stan run a tourist trap in the mysterious town of Gravity Falls, Oregon.",2012,"Animation, Comedy, Mystery, Sci-Fi & Fantasy, Kids",Series,https://image.tmdb.org/t/p/w500//pnoGOBtkffH64hhI5GPdsQ218d1.jpg
Friends,"Six young people from New York City, on their own and struggling to survive in the real world, find the companionship, comfort and support they get from each other to be the perfect antidote to the pressures of life.",1994,Comedy,Series,https://image.tmdb.org/t/p/w500//2koX1xLkpTQM4IZebYvKysFW1Nh.jpg
Blue Bloods,"A drama about a multi-generational family of cops dedicated to New York City law enforcement. Frank Reagan is the New York Police Commissioner and heads both the police force and the Reagan brood. He runs his department as diplomatically as he runs his family, even when dealing with the politics that plagued his unapologetically bold father, Henry, during his stint as Chief.",2010,"Crime, Drama",Series,https://image.tmdb.org/t/p/w500//q1WlrxnCvNhBjJ4N7V0JQXjnIBN.jpg
La Promesa,"In 1913 Spain, a woman gets a job at the palace of La Promesa as a reward for saving the marquesses' son - but nobody knows that she has her own plans, which involve avenging her mother's death and finding her missing brother.",2023,"Drama, Mystery, Soap",Series,https://image.tmdb.org/t/p/w500//y656ZhHU2Hh3bmC5vBtMa2vKpUM.jpg
The Late Late Show with Craig Ferguson,"The Late Late Show with Craig Ferguson is an American late-night talk show hosted by Scottish American comedian Craig Ferguson, who is the third regular host of the Late Late Show franchise. It follows Late Show with David Letterman in the CBS late-night lineup, airing weekdays in the US at 12:37 a.m. It is taped in front of a live studio audience from Monday to Friday at CBS Television City in Los Angeles, California, directly above the Bob Barker Studio. It is produced by David Letterman's production company Worldwide Pants Incorporated and CBS Television Studios.

Since becoming host on January 3, 2005, after Craig Kilborn and Tom Snyder, Ferguson has achieved the highest ratings since the show's inception in 1995. While the majority of the episodes focus on comedy, Ferguson has also addressed difficult subject matter, such as the deaths of his parents, and undertaken serious interviews, such as one with Desmond Tutu, which earned the show a 2009 Peabody Award.",2005,"Comedy, Talk",Series,https://image.tmdb.org/t/p/w500//gGC7zSDgG0FY0MbM1pjfhTCWQBI.jpg
Smallville,The origins of the world’s greatest hero–from Krypton refugee Kal-el’s arrival on Earth through his tumultuous teen years to Clark Kent’s final steps toward embracing his destiny as the Man of Steel.,2001,"Sci-Fi & Fantasy, Action & Adventure, Drama",Series,https://image.tmdb.org/t/p/w500//pUhJGETy2sec4vEkiqJ9eGeIywc.jpg
Miraculous: Tales of Ladybug & Cat Noir,"Marinette and Adrien, two Parisian teenagers, are entrusted with powerful jewels in order to transform into superheroes Ladybug and Cat Noir. But neither hero knows the other's true identity — or that they're classmates!",2015,"Action & Adventure, Animation, Kids",Series,https://image.tmdb.org/t/p/w500//3bxuTGk0c98gQkgBcKzC6HxQ8B6.jpg
CSI: Miami,"CSI: Miami follows Crime Scene Investigators working for the Miami-Dade Police Department as they use physical evidence, similar to their Las Vegas counterparts, to solve grisly murders. The series mixes deduction, gritty subject matter, and character-driven drama in the same vein as the original series in the CSI franchise, except that the Miami CSIs are cops first, scientists second.",2002,"Drama, Mystery, Crime",Series,https://image.tmdb.org/t/p/w500//pNW64pjaHvf6purNaFhq4SHYRfl.jpg
City of God: The Fight Rages On,"Twenty years after City of God, Buscapé recounts how conflicts between police, traffickers, and militias impacted the community.",2024,"Drama, Crime",Series,https://image.tmdb.org/t/p/w500//4K0t47rrpRdhQGp4LnjD8WtqMq3.jpg
Real Time with Bill Maher,"Each week Bill Maher surrounds himself with a panel of guests which include politicians, actors, comedians, musicians and the like to discuss what's going on in the world.",2003,"Comedy, Talk",Series,https://image.tmdb.org/t/p/w500//pbpoLLp4kvnYVfnEGiEhagpJuVZ.jpg
WWE Raw,"A regularly scheduled, live, year-round program featuring some of the biggest WWE Superstars.",1993,Reality,Series,https://image.tmdb.org/t/p/w500//qvQ2Fu75bNUiZ1yzuHI3wkTGy7C.jpg
Diepe Waters,"A South African, Afrikaans-language telenovela which takes place in and around a competitive swimming club, Die Swartmarlyne.",2022,Soap,Series,https://image.tmdb.org/t/p/w500//9YpV8H6E0gxp946jPox0Oa53jp6.jpg
Kamen Rider,"Takeshi Hongo is a promising young man with a passion for motorcycle racing. However, his dreams are suddenly ruined when he gets kidnapped by Shocker, the evil secret organization planning to dominate the world. After being remodeled into a cyborg, Takeshi escapes and swears to protect the world from the inhuman monsters.",1971,"Action & Adventure, Sci-Fi & Fantasy, Drama",Series,https://image.tmdb.org/t/p/w500//fIJNVBa6MJStPiOvhLV69nAdu0e.jpg
Dragon Ball Z,"The adventures of Earth's martial arts defender, Son Goku, continue with a new family and the revelation of his alien origins. Now Goku and his allies must defend the planet from an onslaught of new extraterrestrial enemies.",1989,"Animation, Sci-Fi & Fantasy, Action & Adventure",Series,https://image.tmdb.org/t/p/w500//6VKOfL6ihwTiB5Vibq6QTfzhxA6.jpg
The Queen of Villains,"During the heyday of women's pro wrestling in bubble-era Japan, Dump Matsumoto bursts into the ring, shattering norms and turning the nation against her.",2024,Drama,Series,https://image.tmdb.org/t/p/w500//ptgwPLLGSOEEiybqrmSaJcusKUZ.jpg
PAW Patrol,PAW Patrol is a CG action-adventure for old children and preschool series starring a pack of six heroic puppies led by a tech-savvy 10-year-old boy named Ryder.,2013,"Animation, Kids",Series,https://image.tmdb.org/t/p/w500//8HXkgUBO5OF8ZK9XbY69RM4S5rv.jpg
Love Next Door,A woman attempting to reboot her life returns to Korea and becomes entangled with her childhood friend — with whom she shares a complicated history.,2024,"Drama, Comedy",Series,https://image.tmdb.org/t/p/w500//6MIoANbO5SYKgGFEbuO2zHxsK3w.jpg
Alya Sometimes Hides Her Feelings in Russian,"Alya is a transfer student enjoying popularity at her new high school, often sporting a cold shoulder while earning high marks in class. She ignores her nerdy classmate, Kuze Masachika, except for when she blurts out a flirtatious line to him in Russian. Little does she know, Kuze understands Russian, though he pretends not to. Let’s see where this wacky love story takes them!",2024,"Animation, Comedy",Series,https://image.tmdb.org/t/p/w500//hfnzByZIRj6rx8xaxzS2zDilei1.jpg
Ranma ½,"Ranma Saotome, a teenage martial artist, and his father Genma travel to the 'cursed training ground' of Jusenkyo in China. There, despite the warnings of the Chinese guard, they fall into the cursed springs. From now on, whenever Ranma is doused in cold water, he turns into a girl and a cute, well-built redhead at that. Hot water changes him back into a man again, but only until the next time. To make matters worse, his father engages him to Akane Tendo, a girl who hates boys.",1989,"Comedy, Action & Adventure, Animation, Sci-Fi & Fantasy",Series,https://image.tmdb.org/t/p/w500//qb1R5iLZcjIgdDIfXFQXmJadQPI.jpg
A Caverna Encantada,,2024,"Soap, Family, Action & Adventure, Drama",Series,https://image.tmdb.org/t/p/w500//5GhlwbZ8ogQUf2Xuq8tE2lX7gk7.jpg
Running Man,A reality and competition show where members are joined by celebs to complete a weekly mission to win the race with Seoul as the beautiful backdrop.,2010,"Comedy, Reality",Series,https://image.tmdb.org/t/p/w500//2Wmmu1MkqxJ48J7aySET9EKEjXz.jpg
The Sopranos,"The story of New Jersey-based Italian-American mobster Tony Soprano and the difficulties he faces as he tries to balance the conflicting requirements of his home life and the criminal organization he heads. Those difficulties are often highlighted through his ongoing professional relationship with psychiatrist Jennifer Melfi. The show features Tony's family members and Mafia associates in prominent roles and story arcs, most notably his wife Carmela and his cousin and protégé Christopher Moltisanti.",1999,Drama,Series,https://image.tmdb.org/t/p/w500//57okJJUBK0AaijxLh3RjNUaMvFI.jpg
